table,variable,coef,se,z_abs,stars,spec,paper_title,journal,year,direction,positive,negative,estimated,note,t_stat,dependent,panel,leverage_measure,asset_class,pvalue,pvalue_bootstrap,pval
Table 8,Age*Post,-0.0732,0.0512,1.43,,Col (3),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 8,Age*Post,-0.0377,0.0312,1.209,,Col (4),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 8,Debt*Post,-8.199,1.344,6.101,***,Col (1),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 8,Debt*Post,-7.063,1.457,4.849,***,Col (2),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 8,Debt*Post,-6.953,1.518,4.583,***,Col (3),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 8,Debt*Post,-5.2,2.037,2.552,**,Col (4),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Treatment*Post,-0.004,0.005,0.8,,Col (1),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Treatment*Post,-0.053,0.027,1.963,*,Col (2),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Treatment*Post,-0.001,0.012,0.083,,Col (3),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Treatment*Post,-0.053,0.024,2.208,**,Col (4),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Size*Post,-0.001,0.001,1.0,,Col (1),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Size*Post,0.02,0.007,2.857,**,Col (2),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Size*Post,0.007,0.003,2.333,**,Col (3),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Size*Post,0.014,0.006,2.333,**,Col (4),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Cash*Post,-0.011,0.05,0.22,,Col (1),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Cash*Post,0.201,0.164,1.226,,Col (2),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Cash*Post,0.022,0.063,0.349,,Col (3),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Cash*Post,0.168,0.149,1.128,,Col (4),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Age*Post,0.0001,0.0001,1.0,***,Col (1),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Age*Post,-0.001,0.001,1.0,**,Col (2),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Age*Post,0.0001,0.0001,1.0,,Col (3),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Age*Post,-0.001,0.001,1.0,**,Col (4),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Debt*Post,-0.064,0.016,4.0,***,Col (1),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Debt*Post,-0.518,0.109,4.752,***,Col (2),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Debt*Post,-0.203,0.046,4.413,***,Col (3),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 9,Debt*Post,-0.315,0.099,3.182,**,Col (4),The value of collateral in trade finance,JFE,2019,0,False,False,,,,,,,,,,
Table 2,Share of cases converted,0.578,0.066,8.758,***,Col (1),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,Share of cases converted,0.589,0.066,8.924,***,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,Share of cases converted,0.588,0.066,8.909,***,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,log(employees of bankrupt firm),-0.032,0.004,8.0,***,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,log(employees of bankrupt firm),-0.029,0.004,7.25,***,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,log(establishments of bankrupt firm),-0.008,0.005,1.6,,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,log(establishments of bankrupt firm),-0.016,0.006,2.667,***,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,log(employees of bankrupt establishment),0.012,0.003,4.0,***,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,log(employees of bankrupt establishment),0.01,0.003,3.333,***,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,log(employees at block of bankrupt establishment),-0.027,0.002,13.5,***,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 2,log(employees at block of bankrupt establishment),-0.026,0.002,13.0,***,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees of bankrupt firm),0.0009,0.001,0.9,,Col (1),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees of bankrupt firm),0.0009,0.001,0.9,,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees of bankrupt firm),0.0009,0.001,0.9,,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees of bankrupt firm),0.0009,0.001,0.9,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(establishments of bankrupt firm),-0.0015,0.001,1.5,,Col (1),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(establishments of bankrupt firm),-0.0015,0.001,1.5,,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(establishments of bankrupt firm),-0.0014,0.001,1.4,,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(establishments of bankrupt firm),-0.0012,0.001,1.2,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,Multi-establishment firm,-0.0008,0.002,0.4,,Col (5),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees of bankrupt establishment),-0.0001,0.001,0.1,,Col (1),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees of bankrupt establishment),-0.0001,0.001,0.1,,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees of bankrupt establishment),-0.0001,0.001,0.1,,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees of bankrupt establishment),-0.0001,0.001,0.1,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees at block of bankrupt establishment),0.0,0.0,0.0,,Col (1),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees at block of bankrupt establishment),0.0,0.0,0.0,,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees at block of bankrupt establishment),0.0,0.0,0.0,,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,log(employees at block of bankrupt establishment),0.0,0.0,0.0,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,% change in employment (block level),-0.0,0.0,0.0,,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,% change in employment (block level),-0.0,0.0,0.0,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,% change in employment (block-group level),0.0003,0.0,3.0,,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,large t-stat but SE reported as 0.0000,,,,,,,,
Table 3,% change in employment (block-group level),0.0003,0.0,3.0,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,large t-stat but SE reported as 0.0000,,,,,,,,
Table 3,% change in employment (tract level),0.0001,0.001,0.1,,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,% change in employment (tract level),0.0,0.001,0.0,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,% employment in nontradable,0.0002,0.002,0.1,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,% employment in nontradable,0.0002,0.002,0.1,,Col (5),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,% employment in tradable,0.0015,0.002,0.75,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 3,% employment in tradable,0.0015,0.002,0.75,,Col (5),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 4,Liquidation,-0.025,0.002,12.5,***,Col (1),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 4,Liquidation,-0.04,0.017,2.353,**,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 4,Liquidation,-0.037,0.002,18.5,***,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 4,Liquidation,-0.047,0.016,2.938,***,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 5,Liquidation,-0.04,0.017,2.353,**,Col (1),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 5,Liquidation,-0.004,0.03,0.133,,Col (2),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 5,Liquidation,-0.052,0.02,2.6,**,Col (3),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 5,Liquidation,-0.016,0.028,0.571,,Col (4),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 5,Liquidation,-0.057,0.022,2.591,***,Col (5),Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Liquidation,-0.04,0.017,2.353,**,"Panel A, Col (1)",Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Liquidation,-0.03,0.014,2.143,**,"Panel A, Col (2)",Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Liquidation,-0.01,0.01,1.0,,"Panel A, Col (3)",Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Liquidation,-0.047,0.016,2.938,***,"Panel B, Col (1)",Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Liquidation,-0.046,0.012,3.833,***,"Panel B, Col (2)",Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Liquidation,-0.002,0.01,0.2,,"Panel B, Col (3)",Potential pilot problems: Treatment spillovers in financial regulatory experiments,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,-2.18,5.34,0.408,,Panel A - Large - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,-16.63,5.91,2.813,***,Panel A - Small - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.07,0.03,2.333,**,Panel A - Large - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.09,0.023,3.913,***,Panel A - Small - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.12,0.121,0.992,,Panel A - Large - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.59,0.143,4.126,***,Panel A - Small - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,-5.19,4.47,1.161,,Panel B - High - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,-16.86,6.44,2.618,***,Panel B - Low - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.06,0.03,2.0,**,Panel B - High - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.11,0.024,4.583,***,Panel B - Low - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.19,0.111,1.712,*,Panel B - High - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.5,0.141,3.546,***,Panel B - Low - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,-16.41,6.69,2.453,**,Panel C - High - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,-6.41,5.08,1.261,,Panel C - Low - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.09,0.026,3.462,***,Panel C - High - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.09,0.025,3.6,***,Panel C - Low - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.62,0.145,4.276,***,Panel C - High - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 6,Bank Monitoring,0.11,0.116,0.948,,Panel C - Low - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,-20.65,6.16,3.353,***,Panel A - High Leverage - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,-4.38,5.64,0.777,,Panel A - Low Leverage - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,0.07,0.024,2.917,***,Panel A - High Leverage - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,0.1,0.026,3.846,***,Panel A - Low Leverage - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,0.63,0.152,4.145,***,Panel A - High Leverage - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,0.21,0.117,1.795,*,Panel A - Low Leverage - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,-2.74,4.49,0.61,,Panel B - Investment Grade - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,-24.36,6.94,3.511,***,Panel B - Non-Investment Grade - Basis Point Spread,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,0.07,0.022,3.182,***,Panel B - Investment Grade - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,0.06,0.029,2.069,**,Panel B - Non-Investment Grade - Log(Bond Amount),Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,0.09,0.107,0.841,,Panel B - Investment Grade - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
Table 7,Bank Monitoring,0.73,0.158,4.62,***,Panel B - Non-Investment Grade - Covenants,Risky bank guarantees,JFE,2019,0,False,False,,,,,,,,,,
