table,variable,coef,se,z_abs,stars,spec,paper_title,wp_number,year,direction,positive,negative,published_top3,pvalue,estimated,note,estimated_z,dep_var,panel,p_value,t_stat
Table 5,Chg. Combined Loan-to-Value Ratio,0.031,,0.943,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Combined Loan-to-Value Ratio,-0.017,,0.974,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percentage of A.R.M.'s,1.565,,1.746,*,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percentage of A.R.M.'s,0.373,,2.3,**,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percentage of A.R.M.'s,0.196,,1.126,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percentage of A.R.M.'s,-0.123,,1.075,,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percentage of A.R.M.'s,0.807,,1.568,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percentage of A.R.M.'s,-0.469,,0.591,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans Owner Occupied,0.7,,0.711,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans Owner Occupied,0.34,,0.876,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans Owner Occupied,-0.23,,0.565,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans Owner Occupied,-0.206,,0.686,,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans Owner Occupied,3.525,,6.432,***,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans Owner Occupied,1.976,,1.029,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans No Doc./Low Doc.,-0.119,,0.109,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans No Doc./Low Doc.,-0.602,,1.418,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans No Doc./Low Doc.,0.217,,0.885,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans No Doc./Low Doc.,-0.381,,1.314,,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans No Doc./Low Doc.,0.872,,1.039,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Loans No Doc./Low Doc.,-1.013,,0.468,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Refinance Loans,2.41,,1.482,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Refinance Loans,0.102,,0.266,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Refinance Loans,0.077,,0.328,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Refinance Loans,-0.227,,0.72,,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Refinance Loans,-1.901,,1.771,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Percent of Refinance Loans,-1.394,,2.372,*,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Months from Prior Trade,0.009,,2.366,**,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Months from Prior Trade,-0.003,,1.169,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Months from Prior Trade,-0.015,,1.412,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Months from Prior Trade,-0.005,,3.532,***,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Months from Prior Trade,0.012,,2.8,**,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Months from Prior Trade,0.0,,0.0,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. in 5-year T-Bond Rate,0.106,,2.131,**,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. in 5-year T-Bond Rate,0.058,,3.188,***,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. in 5-year T-Bond Rate,0.021,,1.135,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. in 5-year T-Bond Rate,0.029,,2.77,***,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. in 5-year T-Bond Rate,-0.031,,0.683,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. in 5-year T-Bond Rate,0.054,,1.825,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital * Sales * Above-Median Defaults,0.291,,3.47,***,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital * Sales * Above-Median Defaults,-0.02,,0.801,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital * Sales * Above-Median Defaults,0.668,,1.807,*,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital * Above-Median Defaults,-0.328,,5.339,***,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital * Above-Median Defaults,0.005,,0.249,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital * Above-Median Defaults,-0.154,,0.879,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital * Sale Indicator,0.01,,0.271,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital * Sale Indicator,0.012,,0.652,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital * Sale Indicator,-0.258,,0.903,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Sale Indicator * Above-Median Defaults,0.026,,0.295,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Sale Indicator * Above-Median Defaults,-0.06,,2.233,**,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Sale Indicator * Above-Median Defaults,0.213,,1.752,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital,0.009,,0.272,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital,-0.007,,0.509,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Operating Cash/Capital,0.037,,0.351,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Sale Indicator,0.004,,0.0903,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 6,Sale Indicator,0.01,,1.222,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 1,Real GDP growth,,,,,Macroeconomic summary,How Do Regulators Influence Mortgage Risk: Evidence from an Emerging Market,w18394,2012,1,True,False,False,,,"Summary statistics table, not regression",,,,,
Table 6,Book-to-market,0.03,0.001,30.0,**,Col (1),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,Book-to-market,0.031,0.001,31.0,**,Col (2),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,Book-to-market,0.04,0.002,20.0,**,Col (3),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,Vlab risk weight (eq. (8)),2.76,0.99,2.788,**,Col (2),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,Vlab risk weight (eq. (8)),2.901,0.68,4.266,**,Col (3),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,Vlab risk weight (eq. (8)),3.45,0.71,4.859,**,Col (4),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,"EBA T1 LVGR, scenario end",-34.47,16.26,2.12,*,Col (3),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,"EBA T1 LVGR, scenario end",-134.98,24.24,5.569,**,Col (4),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,"EBA T1 LVGR, scenario end",-177.7,16.38,10.847,**,Col (5),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,"EBA T1 LVGR2, scenario end",-167.78,126.03,1.331,,Col (4),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,"EBA T1 LVGR2, scenario end",867.27,172.2,5.036,**,Col (5),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,"EBA T1 LVGR2, scenario end",997.99,108.3,9.214,**,Col (6),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,"EBA risk weight, scenario end",-2.58,1.59,1.623,,Col (5),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
Table 6,"EBA risk weight, scenario end",4.84,1.37,3.532,**,Col (6),Testing Macroprudential Stress Tests: The Risk of Regulatory Risk Weights,w18968,2013,-1,False,True,False,,,,,,,,
"Table 3, Panel C","10-1 (Equity to Assets, EW)",-0.18,,1.8,,Equal-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 3, Panel C","10-1 (Equity to Assets, VW)",0.03,,0.3,,Value-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 3, Panel C","10-1 (Tier 1 Capital to Assets, EW)",-0.28,,2.8,,Equal-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 3, Panel C","10-1 (Tier 1 Capital to Assets, VW)",-0.11,,1.1,,Value-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 3, Panel C","10-1 (Risk-Based Capital to Assets, EW)",-0.15,,1.6,,Equal-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 3, Panel C","10-1 (Risk-Based Capital to Assets, VW)",0.3,,3.3,,Value-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 3, Panel C","10-1 (Tier 1 Capital to Risk-Weighted Assets, EW)",-0.43,,4.0,,Equal-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 3, Panel C","10-1 (Tier 1 Capital to Risk-Weighted Assets, VW)",-0.34,,3.6,,Value-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 3, Panel C","10-1 (Risk-Based Capital to Risk-Weighted Assets, EW)",-0.26,,2.5,,Equal-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 3, Panel C","10-1 (Risk-Based Capital to Risk-Weighted Assets, VW)",0.16,,1.5,,Value-Weighted,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 4, Panel A",Inverse Capital Ratio (Equity to Assets),0.011,,5.8,,Fama-MacBeth,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 4, Panel A",Inverse Capital Ratio (Tier 1 Capital to Assets),0.031,,20.8,,Fama-MacBeth,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 4, Panel A",Inverse Capital Ratio (Risk-Based Capital to Assets),0.011,,9.2,,Fama-MacBeth,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 4, Panel A",Inverse Capital Ratio (Tier 1 Capital to Risk-Weighted Assets),0.058,,27.4,,Fama-MacBeth,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
"Table 4, Panel A",Inverse Capital Ratio (Risk-Based Capital to Risk-Weighted Assets),0.056,,23.5,,Fama-MacBeth,Do Strict Capital Requirements Raise the Cost of Capital? Banking Regulation and the Low Risk Anomaly,w19018,2013,-1,False,True,,,,,,,,,
